"iduser";"pseudo";"nameelement";"type";"nameelementparent";"idtrack";"nametrack";"ordre"
308;Hugo6;playlist3 de Hugo6;Playlist;Dossier11;"2kqcLRUnITv4Ev30ygx2Yb";PADDOCK;12
308;Hugo6;playlist3 de Hugo6;Playlist;Dossier11;"5rRyA1SIZWw8CLPCD0fCVP";Good Life;13
308;Hugo6;playlist3 de Hugo6;Playlist;Dossier11;"4hy7qTxsnyZUZoqo5RtaYq";Eyes Closed;14
308;Hugo6;playlist3 de Hugo6;Playlist;Dossier11;"40TjqkRhdE4C9JVOAC8sCa";Bonne année;15
308;Hugo6;playlist3 de Hugo6;Playlist;Dossier11;"6MU9bCV9TcVGHfAY5DxjAj";Viano;16
308;Hugo6;playlist3 de Hugo6;Playlist;Dossier11;"0hmqJkEa0d3PIX6OMopypH";Outro;17
308;Hugo6;playlist3 de Hugo6;Playlist;Dossier11;"3d7vLNeOXnzdBwUGbqklPE";Ciao;18
308;Hugo6;playlist4 de Hugo6;Playlist;Dossier12;"19ncRYEjjcGiRQgvqXOExO";Je sais pas;1
308;Hugo6;playlist4 de Hugo6;Playlist;Dossier12;"0S27n2bvUftoQ4jNX0I8HX";Mélodie;2
308;Hugo6;playlist4 de Hugo6;Playlist;Dossier12;"2gyxAWHebV7xPYVxqoi86f";get him back!;3
308;Hugo6;playlist4 de Hugo6;Playlist;Dossier12;"2yrtWT6W4KUMbfNtBcH8iN";No Woman No Cry;4
308;Hugo6;playlist4 de Hugo6;Playlist;Dossier12;"5ZNkINQWBR6QmkbXMVha7M";Time Was - Rock'n Roll Rarities Version;5
308;Hugo6;playlist4 de Hugo6;Playlist;Dossier12;"21OwhVpqrI2yOMcV68Sc0p";Savoir;6
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"6KUSsnsYl1DVT2K6sHmsV7";Crush;1
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"37LPLlseVUZO6hCNKFeSWP";Papa Maman;2
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"0erDEnW8lc8At4sGwFSXHi";Tout va mal;3
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"2ct8sYE8u8UZT229rWvXwL";Elle a mal (feat. Niska);4
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"6G0PrKrDyujLee8c3FOXLI";Flouz;5
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"2rP6n8YMWVK9SUZMOicvo2";L'eau (Interlude);6
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"4as4QBFhlpaQPWRsYnqmNU";Besoin de sens;7
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"0guzngk1qWk5sgdYbThEGI";Death and All His Friends;8
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"4fVqfzfefyXxxw5FZojove";Ku Je Ti (feat. Ricky Rich & Dafina Zeqiri);9
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"6OXZQH54v69jzIUOwh6YPP";Combien;10
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"0pPFx14gxz5h4t2nwGn2sD";Santa Maria;11
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"3cBeK7KFuY35S0KlRFWwJw";"59dB";12
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"2Dodt9bbiG4CpwcrulzurA";Mara;13
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"7lvfJHcumTCV5Yjt4Tl1I1";Heavenly Kind Of State Of Mind;14
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"4Cj3Zl5QluS7m0Hh8LOrhX";C'est toi le futur;15
308;Hugo6;playlist5 de Hugo6;Playlist;Dossier13;"05QFUgHDxdijGTADjnKxWX";Le sas;16
309;Arthur2;Dossier1;Folder;;;;
309;Arthur2;playlist1 de Arthur2;Playlist;;"5ySIvhOx0P6bxhHAu3pDjT";"24";1
309;Arthur2;playlist1 de Arthur2;Playlist;;"59NraMJsLaMCVtwXTSia8i";Prada;2
309;Arthur2;playlist1 de Arthur2;Playlist;;"5m3Ao9YRmLcMVLaSqwKMm4";Il Est Né Le Divin Enfant;3
309;Arthur2;playlist1 de Arthur2;Playlist;;"2FCxDwJwt0Fl9lvxsoFZQx";Triste;4
309;Arthur2;playlist1 de Arthur2;Playlist;;"40gyeYU1e0NCe12fQn4ak1";Sous contrôle;5
309;Arthur2;playlist2 de Arthur2;Playlist;;"5lu8ltQC3Nf24qoBtv4iAF";Leila;1
309;Arthur2;playlist2 de Arthur2;Playlist;;"4qP9K48aEcG50hSgmIQVi3";Cold As Ice;2
309;Arthur2;playlist2 de Arthur2;Playlist;;"0Pln8yPGv5LqcadbeGQb7k";Rude Boy;3
309;Arthur2;playlist2 de Arthur2;Playlist;;"27aDEg8tiPHqtsQSNm6Smh";INTRO;4
309;Arthur2;playlist2 de Arthur2;Playlist;;"1jH9Wz4oFLZDE03nmFunyI";Reuf;5
309;Arthur2;playlist2 de Arthur2;Playlist;;"5wG3HvLhF6Y5KTGlK0IW3J";Trance (with Travis Scott & Young Thug);6
309;Arthur2;playlist2 de Arthur2;Playlist;;"4qNWEOMyexn7b8Icyk29t9";Little Engine;7
309;Arthur2;playlist2 de Arthur2;Playlist;;"55sa9csc16wK9ILM6qGpEq";Respect;8
309;Arthur2;playlist2 de Arthur2;Playlist;;"5Lv5L45PQmp5CTjs5PlQ6e";Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix;9
309;Arthur2;playlist2 de Arthur2;Playlist;;"12OLyHDxt6dqlAybSPFBK3";Forever;10
309;Arthur2;playlist2 de Arthur2;Playlist;;"6f46hWVPrKyLLG8XVGMXhK";Cœur blessé;11
309;Arthur2;playlist2 de Arthur2;Playlist;;"0uIw2Q23XzaRWpklQe7k91";Outro;12
309;Arthur2;playlist2 de Arthur2;Playlist;;"4Ku6X72Q815qNd7ChuiDdD";Coming Up - Remastered 2011;13
309;Arthur2;playlist2 de Arthur2;Playlist;;"111YbaUpThK9Fw6iErOOEx";The Christmas Song - Alternate Take;14
309;Arthur2;playlist2 de Arthur2;Playlist;;"5QWM2PJaCxJcVgxDVzsBef";Assez;15
309;Arthur2;playlist2 de Arthur2;Playlist;;"1xtfUae857RhiCclSlAOIV";LA KILIÉ;16
309;Arthur2;playlist2 de Arthur2;Playlist;;"5Y8aC5zd7NNkzGIIfGcdjb";Grillé;17
309;Arthur2;playlist2 de Arthur2;Playlist;;"10nCB4Iq9BI3aW2iEldiR9";A$AP;18
309;Arthur2;playlist3 de Arthur2;Playlist;;"1dFnMC9NlHVUE4rlT5vr83";My 1st Single;1
309;Arthur2;playlist3 de Arthur2;Playlist;;"3lf72csq4o0yPNo6XFkwZO";CUUUUuuuuuute;2
309;Arthur2;playlist3 de Arthur2;Playlist;;"0RsZrDFuY4RrPv4mqIClyI";Christmas (Baby Please Come Home);3
309;Arthur2;playlist3 de Arthur2;Playlist;;"1QGYjT3HX7LBkg3aE0IJ2K";Sans visa;4
309;Arthur2;playlist3 de Arthur2;Playlist;;"1N1ZpYUJc9fwrqk53FGgWv";Santa's Coming for Us;5
309;Arthur2;playlist3 de Arthur2;Playlist;;"0dzT72K2RElXDMuMOyuKOI";"3D (feat. Jack Harlow) (Slowed Down)";6
309;Arthur2;playlist3 de Arthur2;Playlist;;"6JumfGk4f9E5KLT086I75s";Harlem;7
309;Arthur2;playlist3 de Arthur2;Playlist;;"6x2np4Zom7mZ5CoH5Nmt7U";To All The People;8
309;Arthur2;playlist3 de Arthur2;Playlist;;"6HLGAu5MIVT4ijbXEFR8Tt";ALL IN;9
309;Arthur2;playlist3 de Arthur2;Playlist;;"1ysvidZj8fBYm3W4Rbk9OO";Dans une autre planète;10
309;Arthur2;playlist3 de Arthur2;Playlist;;"3x5Uvh0XPdJUuNB92OZBO9";Every Christmas;11
309;Arthur2;playlist3 de Arthur2;Playlist;;"3MnewZrZDqej6thgEx3OB1";Flowers (Demo);12
309;Arthur2;playlist3 de Arthur2;Playlist;;"6TBPhYsLuZSuMxAwpWzVbX";Bendo;13
309;Arthur2;playlist4 de Arthur2;Playlist;Dossier1;"4jVWTDZ4gLbdnPqijDABun";Ils appellent ça;1
309;Arthur2;playlist4 de Arthur2;Playlist;Dossier1;"6i759FCuKx713ZnYjtpQGU";True Colors;2
309;Arthur2;playlist4 de Arthur2;Playlist;Dossier1;"3FxEIHqbpYuCNXzdRxRDkX";Doja Cat;3
309;Arthur2;playlist4 de Arthur2;Playlist;Dossier1;"5L4J9R68XGwkZXGXYHo46c";Balenciaga;4
310;Jordan5;Dossier1;Folder;;;;
310;Jordan5;Dossier2;Folder;;;;
310;Jordan5;playlist1 de Jordan5;Playlist;Dossier1;"2tqKwzBTQx3xz4ieDTD8zb";Soul Transmission;1
310;Jordan5;playlist1 de Jordan5;Playlist;Dossier1;"11BKm0j4eYoCPPpCONAVwA";Bloody Mary;2
310;Jordan5;playlist1 de Jordan5;Playlist;Dossier1;"4UVG0EYUtxqaZYUXmcf1Vx";Bruce Wayne;3
310;Jordan5;playlist1 de Jordan5;Playlist;Dossier1;"6MFgXEY6NHbZFlRG86sZFM";Lala;4
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"115DMiJM5Pes4brNvBGlAM";Les comptes;1
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"6hGCL4pyxakrvuT4HMuWyM";"400g";2
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"3yfqSUWxFvZELEM4PmlwIR";The Real Slim Shady;3
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"0vuiKizDyUXdIge9npkEKn";Double Fantasy (with Future) - Radio Edit;4
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"2e42uAPRTynZ6a9T0yWi3i";My Own Beat (feat. Clean Bandit);5
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"1fahYeiVppP5l7u4qAofUx";Rescue Me;6
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"638RMxU6wqjjCqllS5Tmwh";Do I Love You?;7
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"4a3D8glGZxhlJfOs1Czc3c";About Damn Time;8
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"31UnoqEFcK61DGEPmbuAc6";Au bord de la mer;9
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"3BPG5HhLoAViyTH1pl9sd2";Marginaux (feat. Dinos);10
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"2AT8ivz1jShA8ZGHikSwqg";Vide sentimental;11
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"0TIYRdf5622SXVPEDvawPy";Sittin' On Top Of The World (feat. 21 Savage);12
310;Jordan5;playlist2 de Jordan5;Playlist;Dossier2;"6KKVQRfk2pRAXrOt08SfpL";Mémoire;13
311;Lisa;Dossier1;Folder;;;;
311;Lisa;Dossier11;Folder;Dossier1;;;
311;Lisa;Dossier12;Folder;Dossier1;;;
311;Lisa;Dossier2;Folder;;;;
311;Lisa;playlist1 de Lisa;Playlist;;"6tIkKaPaxg9SphUDePLQjd";Je m'en vais - Radio Edit;1
311;Lisa;playlist1 de Lisa;Playlist;;"7JBtwQ2CFFdr6sWMVcn483";Grisaille;2
311;Lisa;playlist1 de Lisa;Playlist;;"3ulvOV57ktSF4bSadoZRXk";GUETTE;3
311;Lisa;playlist2 de Lisa;Playlist;;"0R6Hx28x5lgpIUWD6ltX7e";CÔTÉ HUBLOT;1
311;Lisa;playlist2 de Lisa;Playlist;;"2hosHE54dgkapg2op3fmlC";ᛋ. INSPIRÉ DE FAITS RÉELS #4;2
311;Lisa;playlist2 de Lisa;Playlist;;"0E0kxko3i9b5JxxMoGH3At";My Life;3
311;Lisa;playlist2 de Lisa;Playlist;;"2x1n4oRYr2Ug6XfeOeO6Fl";Casquette à l'envers;4
311;Lisa;playlist2 de Lisa;Playlist;;"4roO5A8u9qQc2PngbOIoYB";Plein les poches;5
311;Lisa;playlist2 de Lisa;Playlist;;"66WPXyhXqMlkM1kZhyEXWK";Christmas (Baby Please Come Home);6
311;Lisa;playlist2 de Lisa;Playlist;;"5VXGxU06D7RRHtNRCn4Vm6";Dégaine de bandit;7
311;Lisa;playlist2 de Lisa;Playlist;;"6QSR2OrZOICOXfFB5Wswt1";Muddy Feet (feat. Sia);8
311;Lisa;playlist2 de Lisa;Playlist;;"4LwD6qis9rMwnmbxUguh61";Yesterday;9
311;Lisa;playlist2 de Lisa;Playlist;;"5tde01mQCdZBAq9FvtjQRo";Faint;10
311;Lisa;playlist3 de Lisa;Playlist;;"1CvTW9OF7lBU0DCDzU8nZj";Claquer la porte;1
311;Lisa;playlist3 de Lisa;Playlist;;"3Z8gDycWX48tv06vVRMQtg";Shonen;2
311;Lisa;playlist3 de Lisa;Playlist;;"3ByGVW9RCliZIdH27f2ZUo";War Zone;3
311;Lisa;playlist3 de Lisa;Playlist;;"3xVtc7PB4V3AqAfq4Iahli";I'm Back;4
311;Lisa;playlist3 de Lisa;Playlist;;"7DmiHaP1MxL9i1p0kHhXq2";Wasted Time;5
311;Lisa;playlist3 de Lisa;Playlist;;"1JvMPB1mkcrQsnasBGMBYd";No love;6
311;Lisa;playlist3 de Lisa;Playlist;;"10ZpsO9x1gIZK6NcIt79Fn";Pokito;7
311;Lisa;playlist3 de Lisa;Playlist;;"1VHBK6cl7lg7X8zButjlrg";Dans le club;8
311;Lisa;playlist3 de Lisa;Playlist;;"0tXPhc8LvM4dPvoRwI66XQ";I'll Be Home for Christmas;9
311;Lisa;playlist3 de Lisa;Playlist;;"4MxorRpZ0JCQ7bj4U1t0Ke";En ville;10
311;Lisa;playlist3 de Lisa;Playlist;;"2sW2z8yFYQAkuhv8u2A5YD";On nique tout;11
311;Lisa;playlist3 de Lisa;Playlist;;"5csJ11x5Rck1RxdIuQzw7t";Mailler;12
311;Lisa;playlist3 de Lisa;Playlist;;"288e3FhmVuCqPmNEfAH0h6";Say Goodbye Hollywood;13
311;Lisa;playlist3 de Lisa;Playlist;;"4DXjyn0VtllX9A0UpAEAz0";Non non;14
311;Lisa;playlist3 de Lisa;Playlist;;"44grnlzyk0Ka0XoMGqGSEk";POV;15
311;Lisa;playlist3 de Lisa;Playlist;;"747LeNCUC3bF2h43E73rFh";Monday;16
311;Lisa;playlist3 de Lisa;Playlist;;"3zT2616WcD9Df5m21OsCX0";Rise Up;17
311;Lisa;playlist3 de Lisa;Playlist;;"7bKIzRoq6OkMDhW6Tr1PQq";Bonnie & Clyde;18
311;Lisa;playlist4 de Lisa;Playlist;Dossier11;"6SgC8EKItx0yE12HxZT2yz";Wu-Tang;1
311;Lisa;playlist4 de Lisa;Playlist;Dossier11;"41mlYt74IHebkvxX202ggS";Alpha;2
311;Lisa;playlist4 de Lisa;Playlist;Dossier11;"1QL8zb5rHle1c9OM0lo4cG";Put Your Lights On (feat. Everlast);3
311;Lisa;playlist4 de Lisa;Playlist;Dossier11;"1hnnVFx5L09yBEmkKC8WYB";J'étais pas là;4
311;Lisa;playlist4 de Lisa;Playlist;Dossier11;"3BX8ris74IVRx9ySBdoKES";Dehors Part 2;5
311;Lisa;playlist4 de Lisa;Playlist;Dossier11;"6fu1FCLI1Rz39PCezBa6Zi";Toujours la même;6
311;Lisa;playlist4 de Lisa;Playlist;Dossier11;"6c14gGZ5ujZdVLXAjqtCc5";Aghju capitu;7
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"3EqeRtFBjff1s64pr41lSF";How Soon Is Now - Dirty South Remix;1
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"2VavVmaWHiLUnSWEts5PlJ";J'réfléchis;2
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"3UizQJoEShTLDSUUByJLDr";Guapman;3
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"1jH9Wz4oFLZDE03nmFunyI";Reuf;4
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"0oC391Ne2RczjcSBYZahPY";Stolen Car;5
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"3oO4MKc8VK2gZ11vP1YF2M";Señora;6
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"36YDgp2Nt81VmK4S1YsuCg";Off To The Races;7
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"6SY2LzUILYEnRgY2i2XaxD";Elle me disait;8
311;Lisa;playlist5 de Lisa;Playlist;Dossier12;"0z4LYHIcQXAcZPkRWD864g";CP_003_ Toujours perdu quand même;9
312;Kilian4;Dossier1;Folder;;;;
312;Kilian4;Dossier2;Folder;;;;
312;Kilian4;playlist1 de Kilian4;Playlist;Dossier1;"4Uv679SZOySFtBQpqLbEe5";Come prima;1
312;Kilian4;playlist1 de Kilian4;Playlist;Dossier1;"5OzQJGSICWovSJI3OFydQ9";CHICKEN TERIYAKI;2
313;Marechal;Dossier1;Folder;;;;
313;Marechal;Dossier11;Folder;Dossier1;;;
313;Marechal;Dossier12;Folder;Dossier1;;;
313;Marechal;playlist1 de Marechal;Playlist;;"20OnUTRB2Zul0KACwttx1J";CRENSHAW;1
313;Marechal;playlist2 de Marechal;Playlist;;"23fb1JFy5q2pR56AME8zHU";It's a sin - global reach mix;1
313;Marechal;playlist2 de Marechal;Playlist;;"2KwhL5FVELiEoyCj59CRwV";Plus Jamais La Même;2
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"6OpnHKF0mmhZmqsR7yY2pK";Fashion Of His Love;1
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"3NAGZe9GWtE8Nvfj6huEzE";Your Love (Déjà Vu);2
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"1LBlutHqVuhXCKCjCtcEgL";Mauvais;3
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"4cdSy55S7YQIz5nr7pPfRI";Paris S Endort;4
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"6iQOR0unplSDsv0ZZd3DxW";Sourcils Froncés;5
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"2Jof799F251cl0DyUW2dqW";Ingé son;6
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"4fUETBDT0aOf33WO44y8Uu";En revenant d'Alicante;7
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"5AJ7AC0pS7AjIeZyZyDuFw";Sincère;8
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"1JmLcmzNqAcQjwY8dNjHCs";Où Etes Vous;9
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"3eiMTqgQqOfm7Tt2N1Ig56";Nocturne;10
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"2ohO63bidj6AMGmRxqWGt0";Vovo;11
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"2BiIJZjhzeabE9LUHVWT3l";Bloqué;12
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"5MrUeMnwotFhQCLlb2qEZK";Christmas (Baby Please Come Home) (feat. Bryan Adams);13
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"6dGw6IFccJKarq9AEOdMgR";Baby Mama;14
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"4lpG81phd7FgZ7EQWs8UL8";Parle-moi;15
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"530TkQZptp1WlBeFEi1mQU";Retrograde;16
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"3WzfXRam19wUFgssP4Zq6z";MAYBE;17
313;Marechal;playlist3 de Marechal;Playlist;Dossier11;"3HqcNJdZ2seoGxhn0wVNDK";PROVENZA;18
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"3g7Q9nzyhgYoQVUejXVR31";I Wanna Go Crazy (feat. will.i.am);1
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"0B1sGCkytyAiprzmBkO7Xu";AMBITIONS;2
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"3X6qK1LdMkSOhklwRa2ZfG";Danger (Spider) (Offset & JID);3
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"0IEpczRj5ucpkrr1q5wk0c";On ira où ?;4
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"2a0VDmMpIkoSA8t5W5UlHl";Trèfle;5
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"0pU7enpfjSu21LwCb1708u";Ρ. DOSE;6
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"1nVM3VSyr53sTjrWnwSXWE";Dans nos blocks;7
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"6IFDqcrCjahtBwW3Y0Stkp";Insomnies;8
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"73Hn7c2f0IzvcxmpqswGFa";The Christmas Song;9
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"77AFBATUZRpB06yWm0Q7yA";Les jeunes;10
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"5NoPoF5XdJhmGqlOemFfYt";Sirens;11
313;Marechal;playlist4 de Marechal;Playlist;Dossier12;"6SYhhft9L8AA8DjfqL1NEF";Faits divers;12
314;Alexia2;Dossier1;Folder;;;;
314;Alexia2;Dossier2;Folder;;;;
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"53fKikzs9OrWs2XdaQ8gHI";Showdown;1
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"4oeaIftdpT3JuZLcCkKmVE";False Alarm;2
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"7Aq3pnhSzI8FnHt7T6TPsX";turned your back;3
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"1tdRiR6R6QShvbPFPTpO43";Ha (feat. Brisco & 4 Mill);4
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"1pFuoLQ9iRbPv7a0LQvhEJ";Sleepwalker;5
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"0AvmX6FCD7CXBxXi1ca0Un";La mémoire d'Abraham;6
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"7eb7JIRN6HKpedFSDGd4yI";Filtré;7
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"7318Kbgju22KiL3mguVwuU";Louisa;8
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"13WPj6r2DVNU3GoZtMc9eU";Living a Boy's Adventure Tale;9
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"6Xa9B3iE7bo3GkyUOVAhB9";"3D (feat. Jack Harlow) (Instrumental)";10
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"6SQ8ftWvoceR8odWsmjFX5";Les oiseaux;11
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"4serT1J6lu8eTsMMG9VhF8";Cadeau (feat. Tiakola);13
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"3xVtc7PB4V3AqAfq4Iahli";I'm Back;14
314;Alexia2;playlist1 de Alexia2;Playlist;Dossier1;"34d7sGX6WUqq8f04e7CSNF";Marsh;15
314;Alexia2;playlist2 de Alexia2;Playlist;Dossier2;"33HBnxd5zITTvtoZfx5sW1";Bars (RIP T);1
314;Alexia2;playlist2 de Alexia2;Playlist;Dossier2;"7hBN0lm1zsvEVOKrbQYD2G";Copier / Coller;2
314;Alexia2;playlist2 de Alexia2;Playlist;Dossier2;"1GuZEOLTu4De30nohcowac";Plusieurs vies;3
315;Zacharis2;Dossier1;Folder;;;;
315;Zacharis2;Dossier2;Folder;;;;
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"1My3EQ2RRmc4tRzYMfp2Q0";Ay ! Mourir pour toi;1
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"6MzUPz5T2ZoZjSg3tlRXpM";Curse of the Traveller - 2019 Remaster;2
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"1I4dwH7C0jBAEtz5DjlJgQ";Come Back Home;3
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"5nsudmQITqpqLEhVHRbw6X";Everyday;4
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"0twLnBSGGapS1RdJaqia7j";Bénéfice net;5
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"5JxFWqqJiWPDXDTmQfwas3";AFRIKANBADMAN;6
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"7srPiYewLoI3yxrMLkxg4w";Kay Thompson's Jingle Bells;7
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"3UA70infev5LVVAu3iKr8r";Gibraltar;8
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"6z2GJGDgxen8Ld0DzQmPuD";Don't Stay - Live In Texas;9
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"4cW0FXhN81yZ6YHVmFnsyG";"25 G";10
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"45FgqJ1xkQde4ksjlTDSGH";MAMA;11
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"2uyln6RpzsZ7QayHeDdMlI";Idiot;12
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"4VzSIVvtfvyiqMlIZUlje0";Polak;13
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"38yQMFhgXnTFYOnxrbOv9v";Huerfano De Amor;14
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"1RaRm7PfgKr7A9rBtFXp9N";Bacalao Con Pan - Previously unissued;15
315;Zacharis2;playlist1 de Zacharis2;Playlist;;"5zDwN3tjp5OGK7SD6gXYbr";La fusion;16
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"7247gqpLrTC3WScIL0aNZf";Meet Me Under The Mistletoe;1
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"5NspRpG82B4vDO4KODy1fz";COEUR EN MIETTES;2
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"29E2yYq0EtOfSF05DRslri";Not Going Home;3
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"4h90qkbnW1Qq6pBhoPvwko";Sidewalks;4
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"3dhjNA0jGA8vHBQ1VdD6vV";I Feel It Coming;5
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"1auLSAt03EwPE7q2ZrfdON";Dans le club;6
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"7DmiHaP1MxL9i1p0kHhXq2";Wasted Time;7
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"5QHrCl8kOMIFOWYQQzHXFH";Nadine - Stereo Remix;8
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"6ak6w35N8OeaI6yEOyaGam";Houdini;9
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"7vgSTJjPFOwucIZHgXYgh5";FINISH HIM (feat. Ateyaba);10
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"3Oyn3TJWFWPqh3mX9az1TG";Toujours la même;11
315;Zacharis2;playlist2 de Zacharis2;Playlist;;"60BiVw7Srhr2crsAWjToJG";Remember - Remastered 2010;12
315;Zacharis2;playlist3 de Zacharis2;Playlist;;"5vv0ZW6DSpbVmoXP4VfdL9";La beuh;1
315;Zacharis2;playlist3 de Zacharis2;Playlist;;"56Lr5aR5FyZXhVmZ45OTYN";Go;2
315;Zacharis2;playlist3 de Zacharis2;Playlist;;"5Hp4xFihdOE2dmDzxWcBFb";All By Myself;3
315;Zacharis2;playlist3 de Zacharis2;Playlist;;"4aslqUfhnz7lYd8mEMIToq";TP;4
315;Zacharis2;playlist3 de Zacharis2;Playlist;;"63ZedTAVRCICh2CNLWnsPZ";Sigue;5
315;Zacharis2;playlist3 de Zacharis2;Playlist;;"7oRNs8QIQQ9In1T7mjNiiV";NUIT ÉTERNELLE;6
