"idartist";"name";"popularity";"followers";"genre";"award";"category";"year"
"3xEJ7cDz5rdg6VM8E6Mqhf";DA Uzi;57;40;french hip hop;;;
"5XTxV2ifoYkmNb13Gb6cKz";Sash!;64;52;german techno;;;
"5XTxV2ifoYkmNb13Gb6cKz";Sash!;64;52;eurodance;;;
"3eFo5fMv53RYZBYlvT5Z6a";Chris Botti;54;36;smooth jazz;;;
"3eFo5fMv53RYZBYlvT5Z6a";Chris Botti;54;36;jazz trumpet;;;
"5OSBmvZI9Tp1GWRUNuW0MH";Gallego;14;53;;;;
"3iAhNz3e31lBuXYOsqGsf3";Unknown T;61;49;uk hip hop;;;
"3iAhNz3e31lBuXYOsqGsf3";Unknown T;61;49;grime;;;
"3siTsIx6IEreSUva7pVnZ8";kouz1;56;45;rap maroc;;;
"3siTsIx6IEreSUva7pVnZ8";kouz1;56;45;moroccan pop;;;
"3hcs9uc56yIGFCSy9leWe7";Lil Durk;82;145;trap;;;
"3hcs9uc56yIGFCSy9leWe7";Lil Durk;82;145;rap;;;
"3hcs9uc56yIGFCSy9leWe7";Lil Durk;82;145;hip hop;;;
"3hcs9uc56yIGFCSy9leWe7";Lil Durk;82;145;drill;;;
"3hcs9uc56yIGFCSy9leWe7";Lil Durk;82;145;chicago rap;;;
"3hcs9uc56yIGFCSy9leWe7";Lil Durk;82;145;chicago drill;;;
"7KpyU32bL0qN4pY9wNSu7E";YAM;59;49;;;;
"3wE6Lb4RCyPMoXsnXV0ZPC";Vikkstar;61;45;;;;
"2Cx19OTMqa6gpz2l60cGG2";Jean-Jacques Goldman;61;43;french pop;;;
"2Cx19OTMqa6gpz2l60cGG2";Jean-Jacques Goldman;61;43;chanson;;;
"5fMUXHkw8R8eOP2RNVYEZX";Diplo;76;35;pop dance;;;
"5fMUXHkw8R8eOP2RNVYEZX";Diplo;76;35;moombahton;;;
"5fMUXHkw8R8eOP2RNVYEZX";Diplo;76;35;electro house;;;
"5fMUXHkw8R8eOP2RNVYEZX";Diplo;76;35;edm;;;
"5fMUXHkw8R8eOP2RNVYEZX";Diplo;76;35;dance pop;;;
"1382YT9VvGN6Pxu5PabehZ";Brisco;32;37;miami hip hop;;;
"1w8f71fNCVvZtiz4DLd7N5";Harley;52;41;rap francais;;;
"3ONGmday8YN8AkbsRk01iL";Lojay;65;37;nigerian pop;;;
"3ONGmday8YN8AkbsRk01iL";Lojay;65;37;alte;;;
"3ONGmday8YN8AkbsRk01iL";Lojay;65;37;afrobeats;;;
"4AVFqumd2ogHFlRbKIjp1t";Alesso;73;35;progressive electro house;;;
"4AVFqumd2ogHFlRbKIjp1t";Alesso;73;35;pop dance;;;
"4AVFqumd2ogHFlRbKIjp1t";Alesso;73;35;pop;;;
"4AVFqumd2ogHFlRbKIjp1t";Alesso;73;35;edm;;;
"4AVFqumd2ogHFlRbKIjp1t";Alesso;73;35;dance pop;;;
"3jK9MiCrA42lLAdMGUZpwa";Anderson .Paak;76;40;neo soul;;;
"3jK9MiCrA42lLAdMGUZpwa";Anderson .Paak;76;40;indie soul;;;
"3jK9MiCrA42lLAdMGUZpwa";Anderson .Paak;76;40;hip hop;;;
"3jK9MiCrA42lLAdMGUZpwa";Anderson .Paak;76;40;escape room;;;
"1SNXHU6Ra98YVdhuoZC5FM";Jean Dujardin;40;54;chanson humoristique;;;
"2Di8r9df6xjyj6CVOqbGVz";Marshall Jefferson;50;35;classic house;;;
"2Di8r9df6xjyj6CVOqbGVz";Marshall Jefferson;50;35;chicago house;;;
"2Di8r9df6xjyj6CVOqbGVz";Marshall Jefferson;50;35;acid house;;;
"3JFVioY6gPt9CoQliUBgGS";Josie Hope Hall;38;39;;;;
"5BcAKTbp20cv7tC5VqPFoC";Macklemore & Ryan Lewis;73;43;seattle hip hop;;;
"5BcAKTbp20cv7tC5VqPFoC";Macklemore & Ryan Lewis;73;43;pop rap;;;
"56NAIvhi94OHg8mOF8X1y0";Satori;28;51;;;;
"03Enzet8KLMkjdeQnbqbmn";Pacho El Antifeka;50;42;urbano latino;;;
"03Enzet8KLMkjdeQnbqbmn";Pacho El Antifeka;50;42;trap latino;;;
"03Enzet8KLMkjdeQnbqbmn";Pacho El Antifeka;50;42;reggaeton flow;;;
"19u3RGWKsjmbg9eI6zAiNp";"13 Organisé";52;46;pop urbaine;;;
"19u3RGWKsjmbg9eI6zAiNp";"13 Organisé";52;46;french hip hop;;;
"2y8Jo9CKhJvtfeKOsYzRdT";Rod Stewart;71;45;soft rock;;;
"2y8Jo9CKhJvtfeKOsYzRdT";Rod Stewart;71;45;mellow gold;;;
"3bQymldETQB4ZQ1S1wnio6";Sat;30;39;;;;
"20gsENnposVs2I4rQ5kvrf";Sam Feldt;69;39;tropical house;;;
"20gsENnposVs2I4rQ5kvrf";Sam Feldt;69;39;pop dance;;;
"20gsENnposVs2I4rQ5kvrf";Sam Feldt;69;39;edm;;;
"10exVja0key0uqUkk6LJRT";Vance Joy;76;41;modern rock;;;
"10exVja0key0uqUkk6LJRT";Vance Joy;76;41;folk-pop;;;
"6U3ybJ9UHNKEdsH7ktGBZ7";JID;79;50;underground hip hop;;;
"6U3ybJ9UHNKEdsH7ktGBZ7";JID;79;50;rap;;;
"6U3ybJ9UHNKEdsH7ktGBZ7";JID;79;50;pop rap;;;
"6U3ybJ9UHNKEdsH7ktGBZ7";JID;79;50;hip hop;;;
"6vYIofTPb6utQIovHOFyG3";LE RISQUE;39;34;rap francais;;;
"3q7HBObVc0L8jNeTe5Gofh";"50 Cent";83;257;rap;;;
"3q7HBObVc0L8jNeTe5Gofh";"50 Cent";83;257;queens hip hop;;;
"3q7HBObVc0L8jNeTe5Gofh";"50 Cent";83;257;pop rap;;;
"3q7HBObVc0L8jNeTe5Gofh";"50 Cent";83;257;hip hop;;;
"3q7HBObVc0L8jNeTe5Gofh";"50 Cent";83;257;gangster rap;;;
"3q7HBObVc0L8jNeTe5Gofh";"50 Cent";83;257;east coast hip hop;;;
"3peHHUCiLlK224kgtFKWnK";Steve Hoffman;23;58;;;;
"2dIgFjalVxs4ThymZ67YCE";Stray Kids;83;257;pop;;;
"2dIgFjalVxs4ThymZ67YCE";Stray Kids;83;257;k-pop boy group;;;
"2dIgFjalVxs4ThymZ67YCE";Stray Kids;83;257;k-pop;;;
"2sBKOwN0fSjx39VtL2WpjJ";La Fève;67;40;french hip hop;;;
"3nFkdlSjzX9mRTtwJOzDYB";JAY-Z;83;271;rap;;;
"3nFkdlSjzX9mRTtwJOzDYB";JAY-Z;83;271;pop rap;;;
"3nFkdlSjzX9mRTtwJOzDYB";JAY-Z;83;271;hip hop;;;
"3nFkdlSjzX9mRTtwJOzDYB";JAY-Z;83;271;gangster rap;;;
"3nFkdlSjzX9mRTtwJOzDYB";JAY-Z;83;271;east coast hip hop;;;
"2jSGzJw0ebJLu7OLVSOcBP";Plan B;78;36;urbano latino;;;
"2jSGzJw0ebJLu7OLVSOcBP";Plan B;78;36;trap latino;;;
"2jSGzJw0ebJLu7OLVSOcBP";Plan B;78;36;reggaeton;;;
"3t5xRXzsuZmMDkQzgOX35S";Robin Schulz;76;46;tropical house;;;
"3t5xRXzsuZmMDkQzgOX35S";Robin Schulz;76;46;pop dance;;;
"3t5xRXzsuZmMDkQzgOX35S";Robin Schulz;76;46;german dance;;;
"3t5xRXzsuZmMDkQzgOX35S";Robin Schulz;76;46;edm;;;
"3t5xRXzsuZmMDkQzgOX35S";Robin Schulz;76;46;deep house;;;
"3t5xRXzsuZmMDkQzgOX35S";Robin Schulz;76;46;deep euro house;;;
"2zshvDfSoP43q4zJMFWg5e";Makeba Riddick;16;46;;;;
"0XFgM33h3Ls5tj1M9IKUWd";Foudeqush;50;44;r&b en espanol;;;
"3NH8t45zOTqzlZgBvZRjvB";PNL;72;42;pop urbaine;;;
"3NH8t45zOTqzlZgBvZRjvB";PNL;72;42;french hip hop;;;
"2uYWxilOVlUdk4oV9DvwqK";Mitski;84;371;pov: indie;;;
"2uYWxilOVlUdk4oV9DvwqK";Mitski;84;371;brooklyn indie;;;
"0NkmvuSD5Pm8zucjwIpChS";La Zarra;51;49;french pop;;;
"4k0UwfZq3WOpZiZosq3vQC";TH;33;40;;;;
"75FnCoo4FBxH5K1Rrx0k5A";The Band Perry;55;44;country road;;;
"75FnCoo4FBxH5K1Rrx0k5A";The Band Perry;55;44;country dawn;;;
"75FnCoo4FBxH5K1Rrx0k5A";The Band Perry;55;44;country;;;
"75FnCoo4FBxH5K1Rrx0k5A";The Band Perry;55;44;contemporary country;;;
"3crnzLy8R4lVwaigKEOz7V";E-40;66;38;west coast rap;;;
"3crnzLy8R4lVwaigKEOz7V";E-40;66;38;oakland hip hop;;;
"3crnzLy8R4lVwaigKEOz7V";E-40;66;38;hyphy;;;
"3crnzLy8R4lVwaigKEOz7V";E-40;66;38;cali rap;;;
"2Rpjau0nKWylwl1yu7q7mn";S.Téban;27;35;rap marseille;;;
"04aQfpx1U1WQEJkrvGs4ig";Dalida;57;52;chanson;;;
"392Bnlp5PrDQZgtr3OSG9T";FRAMAL;36;47;;;;
"2sG4zTOLvjKG1PSoOyf5Ej";Brandi Carlile;64;36;new americana;;;
"2sG4zTOLvjKG1PSoOyf5Ej";Brandi Carlile;64;36;modern folk rock;;;
"2sG4zTOLvjKG1PSoOyf5Ej";Brandi Carlile;64;36;lilith;;;
"2sG4zTOLvjKG1PSoOyf5Ej";Brandi Carlile;64;36;indie folk;;;
"2sG4zTOLvjKG1PSoOyf5Ej";Brandi Carlile;64;36;folk;;;
"2sG4zTOLvjKG1PSoOyf5Ej";Brandi Carlile;64;36;ectofolk;;;
"2sG4zTOLvjKG1PSoOyf5Ej";Brandi Carlile;64;36;acoustic pop;;;
"5nLYd9ST4Cnwy6NHaCxbj8";CeeLo Green;65;39;atl hip hop;;;
"0ociabAWszA5gHTLfhf4Pw";Romsii;39;58;;;;
"1KynCtgSrazK3jYCjii5IS";Kara;4;0;;;;
"1E5hfn5BduN2nnoZCJmUVG";Victony;68;54;nigerian pop;;;
"1E5hfn5BduN2nnoZCJmUVG";Victony;68;54;afrobeats;;;
"7pb3uaqGt1rWmo3mWqt8rO";La MG;21;48;rap francais;;;
"23fqKkggKUBHNkbKtXEls4";Kygo;78;48;tropical house;;;
"23fqKkggKUBHNkbKtXEls4";Kygo;78;48;pop dance;;;
"23fqKkggKUBHNkbKtXEls4";Kygo;78;48;pop;;;
"23fqKkggKUBHNkbKtXEls4";Kygo;78;48;edm;;;
"53KwLdlmrlCelAZMaLVZqU";James Blake;69;41;uk alternative pop;;;
"53KwLdlmrlCelAZMaLVZqU";James Blake;69;41;indietronica;;;
"53KwLdlmrlCelAZMaLVZqU";James Blake;69;41;indie soul;;;
"53KwLdlmrlCelAZMaLVZqU";James Blake;69;41;art pop;;;
"0DjR09NBgtZbkOnBZays9o";Chiloo;49;53;rap calme;;;
"0DjR09NBgtZbkOnBZays9o";Chiloo;49;53;french pop;;;
"23zg3TcAtWQy7J6upgbUnj";USHER;80;49;urban contemporary;;;
"23zg3TcAtWQy7J6upgbUnj";USHER;80;49;south carolina hip hop;;;
"23zg3TcAtWQy7J6upgbUnj";USHER;80;49;rap;;;
"23zg3TcAtWQy7J6upgbUnj";USHER;80;49;r&b;;;
"23zg3TcAtWQy7J6upgbUnj";USHER;80;49;pop;;;
"23zg3TcAtWQy7J6upgbUnj";USHER;80;49;dance pop;;;
"23zg3TcAtWQy7J6upgbUnj";USHER;80;49;contemporary r&b;;;
"23zg3TcAtWQy7J6upgbUnj";USHER;80;49;atl hip hop;;;
"0WoMeYBqQkwjHn4q9rFYPw";Hotel Paradisio;13;50;rap calme;;;
"1J7b2Snol73xTmYILnCk1t";Eloïz;48;53;french pop;;;
"6Mm2g25BTeJ6BICPFWGkPg";Bosh;51;49;rap francais;;;
"6Mm2g25BTeJ6BICPFWGkPg";Bosh;51;49;r&b francais;;;
"6Mm2g25BTeJ6BICPFWGkPg";Bosh;51;49;pop urbaine;;;
"6Mm2g25BTeJ6BICPFWGkPg";Bosh;51;49;french hip hop;;;
"4WSA56zRr2ZBnbQqVNrMay";Gaz Mawete;40;49;ndombolo;;;
"4WSA56zRr2ZBnbQqVNrMay";Gaz Mawete;40;49;musique urbaine kinshasa;;;
"4WSA56zRr2ZBnbQqVNrMay";Gaz Mawete;40;49;azontobeats;;;
"7hEDdJUgflzNOt4ow0OnuC";Lee Dagger;33;42;;;;
"5OSFyC4u32V4PI7YoyuMCc";HÜMAN;39;41;;;;
"6VuMaDnrHyPL1p4EHjYLi7";Charlie Puth;80;55;viral pop;;;
"6VuMaDnrHyPL1p4EHjYLi7";Charlie Puth;80;55;pop;;;
"12rqcxsx28NPNRwPOEBxYG";Kalif Hardcore;42;47;rap marseille;;;
"4yLgYK2B5nZjZMBiaLyLyK";Doums;54;37;rap francais;;;
"4yLgYK2B5nZjZMBiaLyLyK";Doums;54;37;french hip hop;;;
"37ZvFp654tY74Z1D2TLOGR";Trombone Shorty;46;32;new orleans funk;;;
"37ZvFp654tY74Z1D2TLOGR";Trombone Shorty;46;32;jazz trombone;;;
"4TGltjqP0MQxdGeSIrM4es";RIDSA;53;49;french pop;;;
"2RJBv9wXbW6m539q9NOfW1";Soprano;62;42;rap marseille;;;
"2RJBv9wXbW6m539q9NOfW1";Soprano;62;42;french pop;;;
"2RJBv9wXbW6m539q9NOfW1";Soprano;62;42;french hip hop;;;
"7jVv8c5Fj3E9VhNjxT4snq";Lil Nas X;77;43;lgbtq+ hip hop;;;
"26dSoYclwsYLMAKD3tpOr4";Britney Spears;80;56;pop;;;
"26dSoYclwsYLMAKD3tpOr4";Britney Spears;80;56;dance pop;;;
"6LB6kuJjrGvRzAkH6ddeWt";apl.de.ap;28;46;asian american hip hop;;;
"6HCBnyTBSLdb3TFn2ayulY";Leto;65;53;rap francais;;;
"6HCBnyTBSLdb3TFn2ayulY";Leto;65;53;pop urbaine;;;
"6HCBnyTBSLdb3TFn2ayulY";Leto;65;53;french hip hop;;;
"1h0vYLWMAElSWYCjm6RBpe";Ikaz Boi;51;49;rap francais;;;
"1h0vYLWMAElSWYCjm6RBpe";Ikaz Boi;51;49;french hip hop;;;
"6Gk5hoM7eW8NSCYhICMDHw";Zak Abel;57;38;uk pop;;;
"6Gk5hoM7eW8NSCYhICMDHw";Zak Abel;57;38;uk contemporary r&b;;;
"46pWGuE3dSwY3bMMXGBvVS";Rema;78;38;nigerian pop;;;
"46pWGuE3dSwY3bMMXGBvVS";Rema;78;38;afrobeats;;;
"2iojnBLj0qIMiKPvVhLnsH";Trey Songz;69;45;urban contemporary;;;
"2iojnBLj0qIMiKPvVhLnsH";Trey Songz;69;45;trap;;;
"2iojnBLj0qIMiKPvVhLnsH";Trey Songz;69;45;southern hip hop;;;
"2iojnBLj0qIMiKPvVhLnsH";Trey Songz;69;45;r&b;;;
"2iojnBLj0qIMiKPvVhLnsH";Trey Songz;69;45;dance pop;;;
"6IflU2YrY5Cyw7YoBICosV";Fally Ipupa;60;53;rumba congolaise;;;
"6IflU2YrY5Cyw7YoBICosV";Fally Ipupa;60;53;r&b francais;;;
"6IflU2YrY5Cyw7YoBICosV";Fally Ipupa;60;53;ndombolo;;;
"6IflU2YrY5Cyw7YoBICosV";Fally Ipupa;60;53;musique urbaine kinshasa;;;
"6IflU2YrY5Cyw7YoBICosV";Fally Ipupa;60;53;azontobeats;;;
"2TSvMFHlguDI495vujOAys";Bizarre;41;47;detroit hip hop;;;
"3UHc2YZGHYS6TEYMJeDf1D";YG Pablo;55;43;rap calme;;;
"3UHc2YZGHYS6TEYMJeDf1D";YG Pablo;55;43;rap belge;;;
"6vWDO969PvNqNYHIOW5v0m";Beyoncé;85;438;r&b;;;
"6vWDO969PvNqNYHIOW5v0m";Beyoncé;85;438;pop;;;
"4GVcy25C2jisYIZKH8HTmZ";Driss;6;0;;;;
"2IoSLl3tqYMq9DzR0d6NJN";Elams;54;51;rap marseille;;;
"2IoSLl3tqYMq9DzR0d6NJN";Elams;54;51;rap francais;;;
"2IoSLl3tqYMq9DzR0d6NJN";Elams;54;51;pop urbaine;;;
"2IoSLl3tqYMq9DzR0d6NJN";Elams;54;51;french hip hop;;;
"7axvMzOst7QzyypY9HjYwq";Charles Cave;14;45;;;;
"1Oa0bMld0A3u5OTYfMzp5h";Nate Dogg;75;35;west coast rap;;;
"1Oa0bMld0A3u5OTYfMzp5h";Nate Dogg;75;35;hip hop;;;
"1Oa0bMld0A3u5OTYfMzp5h";Nate Dogg;75;35;hardcore hip hop;;;
"1Oa0bMld0A3u5OTYfMzp5h";Nate Dogg;75;35;gangster rap;;;
"1Oa0bMld0A3u5OTYfMzp5h";Nate Dogg;75;35;g funk;;;
"2zHuN04qyNnz890Y2R0Nkr";Tessa B;40;40;;;;
"3Z3OTfxYdBnJKMXFbRjmU2";Vivir Quintana;42;41;nuevo folklore mexicano;;;
"6S3KljEiIOWoLMUyZrkQUc";Marnik;67;50;dutch house;;;
"7dGJo4pcD2V6oG8kP0tJRR";Eminem;90;444;rap;;;
"7dGJo4pcD2V6oG8kP0tJRR";Eminem;90;444;hip hop;;;
"7dGJo4pcD2V6oG8kP0tJRR";Eminem;90;444;detroit hip hop;;;
"2LRoIwlKmHjgvigdNGBHNo";Feid;91;431;urbano latino;;;
"2LRoIwlKmHjgvigdNGBHNo";Feid;91;431;trap latino;;;
"2LRoIwlKmHjgvigdNGBHNo";Feid;91;431;reggaeton colombiano;;;
"2LRoIwlKmHjgvigdNGBHNo";Feid;91;431;reggaeton;;;
"2LRoIwlKmHjgvigdNGBHNo";Feid;91;431;pop reggaeton;;;
"2LRoIwlKmHjgvigdNGBHNo";Feid;91;431;colombian pop;;;
"7CW7QdOgRStOg7JktRuZ3E";Imen Es;66;43;r&b francais;;;
"7CW7QdOgRStOg7JktRuZ3E";Imen Es;66;43;pop urbaine;;;
"5pvPu7OzfK3aKQaqKaEP4u";Layzee Ella;34;53;;;;
"3k00aazgj6dYcmOCtFm3PG";"Paul ""Bunyan"" Rosenberg";2;0;;;;
"1uNFoZAHBGtllmzznpCI3s";Justin Bieber;89;445;pop;;;
"1uNFoZAHBGtllmzznpCI3s";Justin Bieber;89;445;canadian pop;;;
"6AchhjJBsxNESDr73AbfuU";MG;2;0;;;;
"1etNnR2SdlelBQAICa2Q5m";Mc Pedrinho;67;46;funk paulista;;;
"1etNnR2SdlelBQAICa2Q5m";Mc Pedrinho;67;46;funk mtg;;;
"1etNnR2SdlelBQAICa2Q5m";Mc Pedrinho;67;46;funk carioca;;;
"2LUi4eKMEFKFM4awgurcSs";"4Keus";54;44;rap francais;;;
"2LUi4eKMEFKFM4awgurcSs";"4Keus";54;44;r&b francais;;;
"2LUi4eKMEFKFM4awgurcSs";"4Keus";54;44;pop urbaine;;;
"2LUi4eKMEFKFM4awgurcSs";"4Keus";54;44;french hip hop;;;
"75jNCko3SnEMI5gwGqrbb8";Tammi Terrell;68;42;southern soul;;;
"75jNCko3SnEMI5gwGqrbb8";Tammi Terrell;68;42;soul;;;
"75jNCko3SnEMI5gwGqrbb8";Tammi Terrell;68;42;motown;;;
"75jNCko3SnEMI5gwGqrbb8";Tammi Terrell;68;42;classic soul;;;
"3LZZPxNDGDFVSIPqf4JuEf";Ice Spice;76;41;bronx drill;;;
"5GYaRwCWwhU6SIQrQ5G3b7";Hypaton;62;41;;;;
"6vKEwTQ0TVz0aJoobvLG1Y";Fat Nwigwe;41;47;;;;
"49aaHxvAJ0tCh0F15OnwIl";Loreen;71;46;europop;;;
"2jFnPm8VeSO19i6B8blXB5";Abou Debeing;64;38;r&b francais;;;
"2jFnPm8VeSO19i6B8blXB5";Abou Debeing;64;38;pop urbaine;;;
"2jFnPm8VeSO19i6B8blXB5";Abou Debeing;64;38;french hip hop;;;
"4DW34vji6G9GgGY0k2mic7";Chad Smith;44;46;rock drums;;;
"769D3IwCDrdPospAd3Hlpi";Naturally 7;48;44;a cappella;;;
"7kwCkEJ384PWm0UQW3hxjS";Yella Beezy;49;56;trap;;;
"7kwCkEJ384PWm0UQW3hxjS";Yella Beezy;49;56;southern hip hop;;;
"7kwCkEJ384PWm0UQW3hxjS";Yella Beezy;49;56;dfw rap;;;
"6NOFDvNKCiRTb5bhWKO3s7";Kyno;10;0;;;;
"2LIk90788K0zvyj2JJVwkJ";Jack Harlow;85;450;rap;;;
"2LIk90788K0zvyj2JJVwkJ";Jack Harlow;85;450;pop rap;;;
"2LIk90788K0zvyj2JJVwkJ";Jack Harlow;85;450;kentucky hip hop;;;
"2LIk90788K0zvyj2JJVwkJ";Jack Harlow;85;450;deep underground hip hop;;;
"1McMsnEElThX1knmY4oliG";Olivia Rodrigo;88;449;pop;;;
"1Xylc3o4UrD53lo9CvFvVg";Zara Larsson;77;38;swedish pop;;;
"1Xylc3o4UrD53lo9CvFvVg";Zara Larsson;77;38;swedish electropop;;;
"1Xylc3o4UrD53lo9CvFvVg";Zara Larsson;77;38;scandipop;;;
"1Xylc3o4UrD53lo9CvFvVg";Zara Larsson;77;38;pop;;;
"54NKhABnyGAvbek0n63TAu";Aden Foyer;56;34;;;;
"7tauqq4m9yTjOSAed9kHux";Waïv;43;40;rap francais;;;
"13ubrt8QOOCPljQ2FL1Kca";A$AP Rocky;82;129;trap;;;
"13ubrt8QOOCPljQ2FL1Kca";A$AP Rocky;82;129;rap;;;
"13ubrt8QOOCPljQ2FL1Kca";A$AP Rocky;82;129;hip hop;;;
"13ubrt8QOOCPljQ2FL1Kca";A$AP Rocky;82;129;east coast hip hop;;;
"4nnXe6ziB1bhuKtsRUPVoz";Calle x Vida;24;50;;;;
"0kf4yD8VtffGwtLpbienGR";WarEnd;44;47;;;;
"1zNqDE7qDGCsyzJwohVaoX";Anne-Marie;78;43;pop;;;
"37ioGUZGhKk7VjWIocx8kM";DTF;60;49;rap francais;;;
"37ioGUZGhKk7VjWIocx8kM";DTF;60;49;rap conscient;;;
"37ioGUZGhKk7VjWIocx8kM";DTF;60;49;pop urbaine;;;
"37ioGUZGhKk7VjWIocx8kM";DTF;60;49;french hip hop;;;
"37ioGUZGhKk7VjWIocx8kM";DTF;60;49;cloud rap francais;;;
"0XK6kT7xcZAlcYrNjOgzJe";Carla Morrison;71;40;mexican pop;;;
"0XK6kT7xcZAlcYrNjOgzJe";Carla Morrison;71;40;cantautora mexicana;;;
"5yOvAmpIR7hVxiS6Ls5DPO";Omah Lay;72;45;afrobeats;;;
"7j6DKwmjbxvpQO8h914uEz";Ryan Castro;78;49;urbano latino;;;
"7j6DKwmjbxvpQO8h914uEz";Ryan Castro;78;49;trap latino;;;
"7j6DKwmjbxvpQO8h914uEz";Ryan Castro;78;49;trap colombiano;;;
"7j6DKwmjbxvpQO8h914uEz";Ryan Castro;78;49;reggaeton;;;
"5cj0lLjcoR7YOSnhnX0Po5";Doja Cat;88;446;pop;;;
"5cj0lLjcoR7YOSnhnX0Po5";Doja Cat;88;446;dance pop;;;
"5gCRApTajqwbnHHPbr2Fpi";Juicy J;73;49;trap;;;
"5gCRApTajqwbnHHPbr2Fpi";Juicy J;73;49;southern hip hop;;;
"5gCRApTajqwbnHHPbr2Fpi";Juicy J;73;49;rap;;;
"5gCRApTajqwbnHHPbr2Fpi";Juicy J;73;49;pop rap;;;
"5gCRApTajqwbnHHPbr2Fpi";Juicy J;73;49;memphis hip hop;;;
"5gCRApTajqwbnHHPbr2Fpi";Juicy J;73;49;crunk;;;
"4FhC69hLxEcpLUaC08ityW";Skinny Flex;52;53;drill espanol;;;
"79oE8fUBhUxb5rDnlUObQz";Lpee;33;41;;;;
"2GlEiSHYEKlq9cUYDa9oZb";Lynda;58;38;r&b francais;;;
"3Xt3RrJMFv5SZkCfUE8C1J";Kim Petras;76;29;transpop;;;
"3Xt3RrJMFv5SZkCfUE8C1J";Kim Petras;76;29;pop;;;
"3Xt3RrJMFv5SZkCfUE8C1J";Kim Petras;76;29;alt z;;;
"5xXfRvwpVttCnlyXXGtyYH";Tito;34;47;;;;
"4XJl0Ba9LUbTemYMEYw794";Steve Berman;32;44;;;;
"0eezS9KmhdjGN436RdTIXu";Mavado;54;46;reggae fusion;;;
"0eezS9KmhdjGN436RdTIXu";Mavado;54;46;jamaican dancehall;;;
"0eezS9KmhdjGN436RdTIXu";Mavado;54;46;dancehall;;;
"5WI7Abl5KhCVTlHETOnEHO";Youri Botterman;29;45;;;;
"7tYKF4w9nC0nq9CsPZTHyP";SZA;89;446;rap;;;
"7tYKF4w9nC0nq9CsPZTHyP";SZA;89;446;r&b;;;
"7tYKF4w9nC0nq9CsPZTHyP";SZA;89;446;pop;;;
"1Cs0zKBU1kc0i8ypK3B9ai";David Guetta;87;449;pop dance;;;
"1Cs0zKBU1kc0i8ypK3B9ai";David Guetta;87;449;pop;;;
"1Cs0zKBU1kc0i8ypK3B9ai";David Guetta;87;449;edm;;;
"1Cs0zKBU1kc0i8ypK3B9ai";David Guetta;87;449;dance pop;;;
"1Cs0zKBU1kc0i8ypK3B9ai";David Guetta;87;449;big room;;;
"5f7VJjfbwm532GiveGC0ZK";Lil Baby;86;453;trap;;;
"5f7VJjfbwm532GiveGC0ZK";Lil Baby;86;453;rap;;;
"5f7VJjfbwm532GiveGC0ZK";Lil Baby;86;453;atl trap;;;
"5f7VJjfbwm532GiveGC0ZK";Lil Baby;86;453;atl hip hop;;;
"4LQsz27cvpkFZ00qTtC1Lz";Kady;12;42;;;;
"1PwGtc3brzQeXr9D08ff5F";FMIF;21;44;;;;
"48ZOC6Efg5CABQdzHNlmAq";Ilinas;35;43;;;;
"75VKfyoBlkmrJFDqo1o2VY";Fireboy DML;69;33;nigerian pop;;;
"75VKfyoBlkmrJFDqo1o2VY";Fireboy DML;69;33;afrobeats;;;
"17lzZA2AlOHwCwFALHttmp";"2 Chainz";76;44;trap;;;
"17lzZA2AlOHwCwFALHttmp";"2 Chainz";76;44;southern hip hop;;;
"17lzZA2AlOHwCwFALHttmp";"2 Chainz";76;44;rap;;;
"17lzZA2AlOHwCwFALHttmp";"2 Chainz";76;44;pop rap;;;
"17lzZA2AlOHwCwFALHttmp";"2 Chainz";76;44;hip hop;;;
"17lzZA2AlOHwCwFALHttmp";"2 Chainz";76;44;atl hip hop;;;
"7IEs29neldWttflhIzGhCX";Space Cowboy;43;31;;;;
"4oVERQ0AxzzQ4zip1nMKlt";Gringe;47;55;rap conscient;;;
"4oVERQ0AxzzQ4zip1nMKlt";Gringe;47;55;french hip hop;;;
"4oVERQ0AxzzQ4zip1nMKlt";Gringe;47;55;cloud rap francais;;;
"1GKIlPFdcewHtpDVCQ8zmJ";Brray;73;50;urbano latino;;;
"1GKIlPFdcewHtpDVCQ8zmJ";Brray;73;50;trap latino;;;
"1GKIlPFdcewHtpDVCQ8zmJ";Brray;73;50;reggaeton flow;;;
"1GKIlPFdcewHtpDVCQ8zmJ";Brray;73;50;reggaeton;;;
"7kjSuFGKhLm8b5qXoMhRkJ";Libianca;68;42;afrobeats;;;
"4IMAo2UQchVFyPH24PAjUs";Jowell & Randy;70;52;urbano latino;;;
"4IMAo2UQchVFyPH24PAjUs";Jowell & Randy;70;52;reggaeton;;;
"2Ns3GuAU2LYllDr7z20d0e";No Limit;53;46;drill francais;;;
"1wAtSe79kItIb9nf5EhI2Q";Niro;63;43;rap francais;;;
"1wAtSe79kItIb9nf5EhI2Q";Niro;63;43;pop urbaine;;;
"1wAtSe79kItIb9nf5EhI2Q";Niro;63;43;french hip hop;;;
"4GNC7GD6oZMSxPGyXy4MNB";Lewis Capaldi;81;76;uk pop;;;
"4GNC7GD6oZMSxPGyXy4MNB";Lewis Capaldi;81;76;pop;;;
"1WjexdTcXHgvlVIPCE8D1Q";Denaun;39;46;;;;
"1i8gGjDzv2FNoy6dHcr25K";Negrito;55;43;rap francais;;;
